# x, y
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+01 -5.440210700035095215e-01 -8.390715122222900391e-01
7.500000000000000000e+00 9.379999637603759766e-01 3.466353416442871094e-01
2.500000000000000000e+00 5.984721779823303223e-01 -8.011435866355895996e-01
3.750000000000000000e+00 -5.715612769126892090e-01 -8.205593824386596680e-01
8.750000000000000000e+00 6.247239708900451660e-01 -7.808456420898437500e-01
6.250000000000000000e+00 -3.317921608686447144e-02 9.994494318962097168e-01
1.250000000000000000e+00 9.489846229553222656e-01 3.153223693370819092e-01
1.875000000000000000e+00 9.540857672691345215e-01 -2.995334863662719727e-01
6.875000000000000000e+00 5.578680038452148438e-01 8.299297094345092773e-01
9.375000000000000000e+00 4.975740611553192139e-02 -9.987613558769226074e-01
4.375000000000000000e+00 -9.436221718788146973e-01 -3.310244083404541016e-01
3.125000000000000000e+00 1.659189164638519287e-02 -9.998623728752136230e-01
8.125000000000000000e+00 9.634987711906433105e-01 -2.677127718925476074e-01
5.625000000000000000e+00 -6.116822361946105957e-01 7.911035418510437012e-01
6.250000000000000000e-01 5.850972533226013184e-01 8.109631538391113281e-01
9.375000000000000000e-01 8.060811161994934082e-01 5.918050408363342285e-01
5.937500000000000000e+00 -3.388415277004241943e-01 9.408434629440307617e-01
8.437500000000000000e+00 8.345293402671813965e-01 -5.509635210037231445e-01
3.437500000000000000e+00 -2.916078865528106689e-01 -9.565379619598388672e-01
4.687500000000000000e+00 -9.996902942657470703e-01 -2.488641068339347839e-02
9.687500000000000000e+00 -2.597101628780364990e-01 -9.656866192817687988e-01
7.187500000000000000e+00 7.860016822814941406e-01 6.182243824005126953e-01
2.187500000000000000e+00 8.157892823219299316e-01 -5.783492326736450195e-01
1.562500000000000000e+00 9.999656081199645996e-01 8.296231739223003387e-03
6.562500000000000000e+00 2.756969630718231201e-01 9.612445831298828125e-01
9.062500000000000000e+00 3.544052541255950928e-01 -9.350919127464294434e-01
4.062500000000000000e+00 -7.961509823799133301e-01 -6.050980091094970703e-01
2.812500000000000000e+00 3.231844902038574219e-01 -9.463359713554382324e-01
7.812500000000000000e+00 9.991397857666015625e-01 4.146973788738250732e-02
5.312500000000000000e+00 -8.252729177474975586e-01 5.647341012954711914e-01
3.125000000000000000e-01 3.074385225772857666e-01 9.515679478645324707e-01
4.687500000000000000e-01 4.517714679241180420e-01 8.921337127685546875e-01
5.468750000000000000e+00 -7.273381948471069336e-01 6.862792372703552246e-01
7.968750000000000000e+00 9.934213161468505859e-01 -1.145165786147117615e-01
2.968750000000000000e+00 1.719833314418792725e-01 -9.850998520851135254e-01
4.218750000000000000e+00 -8.806143999099731445e-01 -4.738335609436035156e-01
